"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state"
"LARK CREEK CAFE","1 MARKET ST # 347","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"YANK SING-RINCON CTR","101 SPEAR ST # A20","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","215 FREMONT ST # R","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SUPER DUPER BURGER","721 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LOUIES BAR & GRILL","55 STEVENSON ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SEOUL ON WHEELS","499 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"AYOLA","118 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"SORABOL KOREAN BBQ-ASIAN NDDLS","101 4TH ST # FC3","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FAT GOOSE","5 3RD ST # 505","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CREPERIE ST GERMAIN","546 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GARDEN COURT","2 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MKT RESTAURANT & BAR","757 MARKET ST # 5","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PERILLA","510 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KYO-YA","2 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RUBIN'S CUSTOM CORPORATE CTRNG","101 SPEAR ST # A21A","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ZARE AT FLY TRAP","606 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NEW MING'S RESTAURANT","641 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PIED PIPER BAR & GRILL","2 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TAQUERIA EL CASTILLO","17 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUPER DUPER BURGERS","783 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"INAY FILIPINO KITCHEN","135 4TH ST # 10","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"JASMINE'S","299 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"OPENTABLE","33 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ROSA MEXICANO RESTAURANT","30 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"WAITER.COM","25 STILLMAN ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ARABI AT RINCON ANNEX","100 SPEAR ST # 22","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FIG PARTNERS","201 MISSION ST # 500","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHIPOTLE MEXICAN GRILL","121 4TH ST # 135","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"WAITER.COM","314 4TH","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WINE & WALL","30 STEUART ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HEYDAY","180 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"GORDON BIERSCH BREWERY RSTRNT","2 HARRISON ST # 138","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",60,4270,"CA"
"TENDER GREENS","30 FREMONT ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"CORIANDER GOURMET THAI","135 4TH ST # 7","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE DU SOLEIL","345 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MAKE EAT EASY LLC","501 DELANCEY ST # 409","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"B55","780 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TROU NORMAND","140 NEW MONTGOMERY ST # 100","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"5 OLIVE HILL SUB LLC","201 SPEAR ST # 14","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CORIANDER THAI","135 4TH ST # 7","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FRESHROLL VIETNAMESE & BOWLS","157 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"OASIS GRILL","100 1ST ST # 110","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CORNER BAKERY CAFE","665 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"TOKYO EXPRESS RESTAURANT INC","160 SPEAR ST # 1","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FIG PARTNERS","1175 PEACHTREE ST NE","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MIXT","70 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NANCY OAKES","1 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MUSKAAN CUISINE OF INDIA","101 SPEAR ST # A23","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"TOWN'S END RESTAURANT & BAKERY","2 TOWNSEND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"DELANCEY STREET RESTAURANT","600 THE EMBARCADERO","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",60,4270,"CA"
"HOUSE OF HUNAN","2 TOWNSEND ST # 3","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"ONE MARKET RESTAURANT","1 MARKET","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",125,8896,"CA"
"CAFFE CENTRO","102 S PARK ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"EDEN PLAZA CAFE","600 HARRISON ST # 100","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"KATE O'BRIEN'S IRISH BAR","579 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",17,1210,"CA"
"BOULEVARD","1 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",130,9252,"CA"
"PALOMINO","345 SPEAR ST # 100","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",110,7828,"CA"
"SWEET JOANNA'S CAFE","101 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PEPE'S TAQUERIA","101 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"PORTICO RESTAURANT","98 1ST ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"SANRAKU","135 4TH ST # 8","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",46,3274,"CA"
"BUCKHORN GRILL","135 4TH ST # 5","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",25,1780,"CA"
"ROY'S-SAN FRANCISCO","575 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",50,3559,"CA"
"WORKING GIRLS' CAFE","101 MISSION ST # 140","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"CHIPOTLE MEXICAN GRILL","126 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",24,1708,"CA"
"OZUMO-SAN FRANCISCO","161 STEUART ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",120,8540,"CA"
"SUBWAY","11 3RD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"FANG","660 HOWARD ST # 1","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SALT HOUSE","545 MISSION ST # 1","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"B RESTAURANT & BAR","720 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"CALIFORNIA PIZZA KITCHEN","53 3RD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",60,4270,"CA"
"CHIPOTLE MEXICAN GRILL","525 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",21,1495,"CA"
"LOCAL WINE MERCHANT & KITCHEN","330 1ST ST # 1","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"EPIC STEAK","369 THE EMBARCADERO","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WATERBAR","399 THE EMBARCADERO","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",150,10675,"CA"
"ANCHOR & HOPE","83 MINNA ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",80,5694,"CA"
"AMBER INDIA RESTAURANT","25 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"TROPISUENO","75 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"SUPER DUPER BURGERS","98 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NORTH INDIA RESTAURANT","123 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",9,641,"CA"
"UNO DOS TACOS","595 MARKET ST # 160","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"SPECIALTY'S CAFE & BAKERY","680 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ATLAS TAP ROOM","606 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MOURAD","140 NEW MONTGOMERY ST # 100","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"HUDDLE","156 2ND ST # 100","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ARCHIVE BAR & KITCHEN","602 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"ALIBI THE PINK ELEPHANT","142 MINNA ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SOMA PIZZA","483 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JU JU","680 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SPLIT BREAD","560 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"OPENTABLE","799 MARKET ST # 4","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"L K RESTAURANT VENTURES LLC","303 2ND ST # 200","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SLICE HOUSE BY TONY GEMIGNANI","680 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"EATSA","121 SPEAR ST # B8","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SPLIT BREAD","145 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BARCHA","28 FREMONT ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FOGO DE CHAO BRAZILIAN STKHS","201 3RD ST # 100","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BENTO","300 BEALE ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FAYALA","215 FREMONT ST # 2B","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NOODLEME","333 MARKET ST # 1","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MELTING POINT SOLUTIONS LLC","101 MISSION ST # 1115","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ORGANIC COUP","101 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LEMONADE","781 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MACADAMIA LLC","747 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CAFE 5","151 3RD ST # 5","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GINTO IZAKAYA JAPONAISE","658 MARKET ST","SAN FRANCISCO",94104,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ORIENTAL DUMPLING INC","425 MARKET ST # 2284","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHIPOTLE MEXICAN GRILL","400 HOWARD ST # 110","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",21,1495,"CA"
"ITCHY DRAGON","123 HOMEGROWN ROAD","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ORGANIC COUP","455 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"FRESCA GARDEN","135 4TH ST # 6","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SWEETGREEN","171 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHOGUN ENTERPRISES INC","116 NATOMA ST # 3","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAJJ","636 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"SHOGUN ENTERPRISES INC","501 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PROSPER RESTAURANT","747 MARKET ST # 4","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"JERSEY RESTAURANT","145 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SORREL RESTAURANT","493 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SAN FRANCISCO CHINESE LAWYER","","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SI SENOR","78 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MIXT","51 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"WAFL INC","135 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"6 DEGREES CAFE LLC","199 NEW MONTGOMERY ST # 1","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"INTERNATIONAL SMOKE","301 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MATSUI RESTAURANT","150 SPEAR ST # 725","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BUCKBORN GRILL","619 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GREEK TOWN LLC","88 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"CENTO OSTERIA","100 BRANNAN ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LUKE'S LOBSTER","92 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"K-ASIAN KITCHEN LLC","121 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TABLETOP TAP HOUSE","175 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PLUMPJACK WINERY","598 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TSUTA RAMEN NORTH AMERICA","155 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,NA,"CA"
"FLY TRAP","606 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",19,1353,"CA"
"CANTON RESTAURANT DIM SUM-SFD","655 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"YANK SING-STEVENSON STREET","49 STEVENSON ST # STLV","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",22,1566,"CA"
"CUSTOM CATERING","101 SPEAR ST # B7","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"SOUTH BEACH CAFE","800 THE EMBARCADERO","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"THAI-TO-GO","101 SPEAR ST # A19","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"GOLD CLUB","650 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",60,4270,"CA"
"HENRY'S HUNAN RESTAURANT","110 NATOMA ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",19,1353,"CA"
"THIRSTYBEAR BREWING CO","661 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",80,5694,"CA"
"TANDOORI MAHAL","123 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"PORTICO RESTAURANT","245 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",12,854,"CA"
"MINI CAFE","28 S VAN NESS AVE","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"DNA PIZZA","371 11TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"FONDUE COWBOY","1052 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BAR AGRICOLE","355 11TH ST # 100","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"TIN VIETNAMESE CUISINE","937 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SUBWAY","195 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",8,570,"CA"
"BRAIN WASH LAUNDRY","1122 FOLSOM ST # 1","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"GOODIE GOODY","1246 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TOMOKAZU JAPANESE CUISINE","1101 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"H-24 SUSHI LOUNGE","294 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"RUMORS","398 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"DONA TERE","21ST ST & ALABAMA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"KAMA SUSHI","294 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"11TH STREET CAFE","371 11TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ROCCO'S CAFE","1131 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",16,1139,"CA"
"BASIL THAI RESTAURANT & BAR","1175 FOLSOM ST # 2","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"EXTREME PIZZA","1062 FOLSOM ST # 100","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",350,0,"CA"
"BASIL CANTEEN","1489 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA"
"UN PO PAZZO","410 JESSIE ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PAGODA HOUSE GALLERY","1211 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"NILE CAFE","1415 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CADILLAC BAR & GRILL","44 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ASIASF RESTAURANT","201 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL CAPITAN","1123 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",14,997,"CA"
"D N A PIZZA","917 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"CHICKS & LOVE PIZZA PATIO","1701 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HONEY BISTRO","98 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ROOTS STEAK HOUSE-SUMMIT","401 SPRINGFLD AVE","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PINE TAR GRILL","917 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"HUNGRY WALKER INC","221 11TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ASIASF","201 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"MR EAST'S KITCHEN","276 5TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TABLE TALK","1523 MARKET ST # 100","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BINI'S KITCHEN","1001 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"DON RAMON'S MEXICAN RSTRNT","221 11TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",20,1424,"CA"
"PANCHO VILLA TAQUERIA","3071 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",45,3203,"CA"
"TAQUERIA LA CUMBRE","515 VALENCIA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"CASA THAI","3020 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA"
"TAQUERIA LOS COYOTES","3036 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"PICA PICA AREPA KITCHEN","401 VALENCIA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",15,1068,"CA"
"SOUP NETWORKS INC","2054 MISSION ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ABL RESTAURANT MEXICAN FOOD","2052 MISSION ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"LOCANDA","557 VALENCIA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"SONIA'S RESTAURANT","2943 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL CAFE TAZO","3087 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LITTLE CHIHUAHUA","581 VALENCIA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"MARUYA","2931 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"SHIZEN","370 14TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LOS JASQUAS","324 S VAN NESS AVE","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",2,143,"CA"
"THANH TAM II","577 VALENCIA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",3,214,"CA"
"ZEITGEIST","199 VALENCIA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",40,2847,"CA"
"WOODWARD'S GARDEN","1700 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"ALHAMRA","3083 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"FOUR BARRELL COFFEE","375 VALENCIA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA"
"NIZARIO'S PIZZA VALENCIA","535 VALENCIA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"LE POINT","301 VALENCIA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"TATAKI SUSHI & SAKE BAR","299 VALENCIA ST # 3","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"V16","3092 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ARAMEX RESTAURANT INC","2020 MISSION ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"BROADWAY CAFE","475 VALENCIA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"ARINELL PIZZA","509 VALENCIA ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"PANCHITAS RESTAURANT NO 2","3091 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA"
"EL CASTILLITO","2092 MISSION ST","SAN FRANCISCO",94110,"FULL-SERVICE RESTAURANTS",4,285,"CA"
"MISSION HUNAN","2960 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",5,356,"CA"
"IRMA'S PAMPAMGA RESTAURANT","2901 16TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",3,214,"CA"
